text,label
say houston home doctor nurse researcher place world,fake
constitutional amendment say there ban drilling right florida coast,fake
number better right ronald reagan number jimmy carter,fake
toomey trump ban abortion punish woman,fake
milwaukee incarcerates white men incarcerated black men,real
legal immigration system america accepts million people year legally country world even come close,real
obama say mccain went bermuda pledged protect tax break american corporation hide profit offshore,real
say federal judge sanction tennessee birther lawyer bringing frivolous lawsuit,real
today men woman work america people working canada,fake
say percent texas county abortion provider,real
donothing senate house bill sitting harry reid desk awaiting action including introduced democrat,real
unemployment fallen percent president first year office percent today,real
george lemieux never requested single earmark pushed ban,real
president obama took office losing job month weve job growth think consecutive month,real
doddfrank financialreform law hundred new rule force small bank credit union burn estimated labor hour compliance,fake
social security projected remain solvent whitehouse cosponsored bill would extend life program additional year,real
say marine vietnam,fake
state republican charge refused implement state health insurance exchange,fake
fine youre caught plastic bag coming store plastic bag police anyone,fake
recovery typical postwar era would million job today,real
florida supreme court express authority florida constitution remove question ballot proposed legislature,fake
asked million earmark porkbarrel spending nearly million dollar every day he united state senate,real
say array statistic show condition part baltimore rival west bank palestine north korea distressed city nigeria india china south africa,real
people year die gun,real
texan new job today entire population fort worth,real
million nih dollar spent origami condom,real
say newt gingrich responsible gridlocked politics washington,real
economy much stronger barack obama joe biden took office nearly million new privatesector job,real
say rep joe barton rtexas said wind finite resource harnessing would slow wind would cause temperature go,fake
texas republican believe abolishing social security abolishing va health care,fake
ive reducing number democratic texas senate committee chair since came lieutenant governor,fake
u stop adding strategic petroleum reserve lessen worldwide demand oil reduce price,fake
course one fouryear term cost taxpayer million simply operate governor mansion,real
say one person donald trumphas suggested would make good justice sister court appeal judge appointed bill clinton hardcore proabortion liberal judge,fake
say politifact issued true ruling paul krugman calling governor christie fiscal phony,fake
practically allowed use coal coal ship china spew air,fake
majority people poll support obamacare,real
suzanne bonamici support plan cut choice medicare advantage senior,real
nafta supported secretary clinton cost u job nationwide,fake
oregon state state usa continues pay medical benefit employee family,fake
little doubt weve moved recession point,fake
cincinnati already one biggest city country run percent clean energy,real
say president barack obamas proposed budget includes two new tax increase would collect billion,real
romneycare topdown governmentrun health care system,fake
total number dollar pass department development like million like million nothing development breathtaking think,real
u supreme court five guy start determining contraception legal,fake
percent american people havent gotten pay raise since crash,real
say rep tom reed rny voted raise social security retirement age u,real
according independent analysis unfair trade deal resulted loss job wisconsin ron johnson favor deal,real
say mitt romney said january debate paul ryans tax plan id paid tax last two year,fake
amajority men woman stage previously publicly embraced amnesty candidate stage never supportedamnesty,real
georgia country second highest number fraudulent tax refund claim,real
say gov chris christie embarked tour demand new jersey democratic legislature approve immediate tax cut would disproportionately benefit wealthiest,fake
jeff atwaters busy helping friend wasting tax dollar million government building lavish dubbed taj mahal golf musuem million build private prison help big contributor,fake
joe morrissey delegate general assembly eight year law passed help black community education workforce,real
george lemieux voted majority republican joined democrat create task force responsible fiscal action look strikingly similar super committee set washington justify massive tax hike,real
federal health care law raise tax cut medicare,real
firework never safer use continues increase year,real
bill mccollum served lobbyist whose client enabled mortgage illegal immigrant,fake
recall election wisconsin governor would cost million million may already allocated merit raise teacher health care poor school book kid,real
say bill nelson voted raise tax time,fake
agreement president could signed would kept troop iraq,fake
say pete gallego went lobbied fired congress,fake
first congress packed framer required ship owner provide medical insurance seaman congress also required seaman buy hospital insurance congress enacted law mandating ablebodied citizen obtain firearm,real
say marco rubio voted bipartisan violence woman act,real
say federal government earning tax revenue time,fake
responding chemical weapon use syria,real
none poll conducted right u top line none always trump clinton second question third question included top line johnsontrumpclinton wed percent,fake
wendy davis fighting bring bloombergstyle gun control texas,real
classified material header say topsecret secret confidential nothing repeat verified report department justice none email sent received header,real
say plan would cut tax without increasing deficit,fake
trump management charged discriminating africanamericans breaking federal law,real
south carolina labor shortage specifically meatpacking industry,real
say president barackobama issued upwards executive order modern president,fake
trade war something different curbing new trade agreement went road made great depression longer painful,real
look done last decade created million job state texas time rest america lost million,real
domestic violence seen preexisting health condition woman pay percent health care gender rating obamacare,real
texas school even teach sex education,real
richest percent financial wealth bottom percent combined,real
timing announcement president,fake
state still legal deny woman coverage shes victim domestic violence,real
malawi doctor million people,real
say percent voter united state say want johnsonweld name presidential debate,real
say president barack obama said everybody hate police,fake
say common core federal mandate,fake
worked att responsible large part billion organization,fake
three week half million floridian going lose coverage obamacare,real
fact special assistant johnkasichs office make three time average oh firefighter,real
adoption gay couple,fake
look fbi director said hillary clinton misconduct disgrace embarrassment country,fake
business oregon shrink back business result law,real
say charlie crist signed nation harshest marijuana law,fake
say arkansas republican rep tom cotton voted provide congress taxpayerfunded health care life,fake
world war ii people actually health insurance,real
sold state airplane promised,real
rick perry become millionaire public payroll,real
outrageous president bush national institute health basically decreased funding,fake
harry reid nuclear option mitch mcconnell president obama,real
scary fact national debt million today rise amount hour,real
say milken institute rated san antonio nation topperforming local economy,real
next two year state end structural surplus million,real
many colleague turned pay raise jeff plale pocketed extra money,real
average fast food worker fast food worker form public assistance,real
david perdue opposes law provide equal pay protection woman,fake
thing megyn kelly said didnt say,fake
seventy percent people state new jersey want marriage equality,fake
led fight require coast guard buy engine u foreign company,fake
say opponent ted cruz led business,real
first time history democratic congress allow increase social security cola cost living adjustment,fake
say car insurance rate decreased since decade ago marketbased solution attracted auto insurer new jersey,real
least hate crime given year,real
spend percent entire cost military aspect nato,real
say couldnt keep inch redfish caught fishing rule,real
federal tax code loophole giving incentive company shipping job overseas,real
study show opened one reserve alaska five year gas price could gallon,fake
repealing th amendment,fake
challenge administration suspend less public official month,real
say senate resolution would restore monthly general assistance payment prevent people committing crime,fake
iran nuclear deal,real
outside recall election there never public official removed office wisconsin anything malfeasance office,real
last decade income top percent grew percent average million year,real
obama came office trillion deficit passed law came trillion worth debt next decade,real
serious voter fraud new hampshire,fake
say donald trump want keep big government charge federallyowned land,real
early census return showing conservative measurably less likely liberal return census form,fake
subsidy oil gas company make percent federal subsidy cutting oil gas subsidy would save u government billion every year,fake
came office vaccination rate texas percent left two week ago percent,fake
donation raised al ice bucket challenge going fundraising overhead executive salary external donation,fake
first year obama administration job created private sector eight year bush administration,fake
obama refused put hand heart pledge allegiance refused say pledge,fake
say climate scientist james hansen say perhaps year maybe little longer point looking foot sealevel rise,fake
say carl proposed windfall tax real estate development metro councilor,fake
half pay pledge,real
watershed decision warren court asserted supreme court supreme president congress,fake
say federal debt doubled bush administration,real
sequester wont consider whether cutting bloated program outlived usefulness vital service american depend every single day doesnt make distinction,real
say marco rubio wrote passed bipartisan legislation allowing va fire negligent worker,real
say president barack obamasown administration done five environmental impact assessment keystone xl pipeline said would minimum impact environment,real
say texas fourthlowest debt per caput state nation lowest big state,real
say unlike texas missouri perfect aaa credit rating,real
september department business consumer service enacted sudden worker compensation premium assessment rule little notice public,fake
bill delaying start class labor day would permit school district shave full week school year,real
returning republican campaign contribution,fake
starting december million job created texas period rest country lost job,real
never said marco rubio mark zuckerbergs personal senator,fake
expanding sale fullstrength beer wine grocery store isgood everybody,real
say donald trump said woman tell go f,fake
shut amtraks northeast corridor estimated youd add seven new lane accommodate increased traffic,fake
fought shared value without ideologue partisan,fake
people perpetrated travesty san bernardino never middle east,fake
say nato base turkey attack terrorist,fake
nobody total proposing cutting anything trying reduce rate growth government,real
mitch mcconnell opposed legislation create protect kentucky job help unemployed health care kentucky child fair pay woman,fake
popular name longer john steven jose camilo maria,fake
attorney general candidate brad schimel cahoot wisconsin right life make abortion crime wisconsin,fake
ohio year estimated child become victim human trafficking risk,fake
say jeb bush flipflopflipped immigration,real
boston marathon bombing fifth case u government official examined individual potentially involved terrorism felt threat went carry terrorist murder,real
say illinois democrat david gill would end medicare,fake
startup rate hispanic business three time national rate,real
together added job area dane county executive,real
poor people today percentage population,real
federal state local government subsidized production volt tune estimate per vehicle sold,real
mary burke leadership commerce department businessincentive program major shortcoming percent jobsdidnt materialize,real
travis county surrounded red county,real
say abraham lincoln supported agreement allowed slavery new mexico law return runaway slave owner,real
maggie hassans leadership increased state spending middle great recession percent leading following,real
say barack obama muslim,fake
eric holder supportive naacps effort get united nation involved election,fake
say hillary clinton literally present pressed reset button russia month russia invaded georgia,real
arizona one half border patrol agent per every square mile,fake
image chrisabele tv ad depicts wealthy citizen would benefit lake created controversial estabrook dam,fake
derivative would bank loan today,fake
originally democrat promised liked health care plan could keep one year later know need waiver keep plan,fake
barack obama said would debate anywhere anytime rejected joint town hall meeting,real
say rick perry provided instate tuition illegal immigrant,real
sent million border mexico form texas ranger recon team,fake
recently florida successfully reduced environmental permitting time two day,fake
texas house speaker joe straus said care wallace hall swing tree,fake
federal government reviewed verified administration number showing wisconsin added job,real
congresswoman kathy castor voted spend million teach prostitute china drink responsibly,fake
u senator salary perk bernie top percent still paid percent tax last year,fake
saysdavid perdue made ten million dollar piling firm billion debt,fake
private company building natural gas pipeline florida forced spend month review six federal agency,real
say u rep ron kind stimulus cost taxpayer per job,fake
say president barack obama allowed year he prosecution gun case background check failure go theyve declined every year since president bush left office,real
say romney called russia enemy,real
say donald trump said want neutral israel palestinian,real
barack obama voted born alive legislation illinois virtually identical federal law,real
massachusetts governor mitt romney used lineitem veto cut million dollar firefighting equipment including firefighter coat pant helmet boot,real
terry mcauliffe want raise tax pay infinite promise,fake
benghazi probe longestrunning congressional investigation ever,fake
survey north carolina democrat also agree election law voter id,fake
rhode island child charter school lottery fall percent poor addition majority student color,real
major immigration issue pole bulgarian romanian werent contributing economically unemployment rate among pole britain lower unemployment rate among brit,real
john mica brother oil lobbyist daughter represents natural gas industry,real
hillary clinton invented isi stupid policy responsible isi,fake
percent american get paid minimum wage,real
fifty percent student enter higher education need take remedial course prepared collegelevel work,fake
say human right campaign secretly funded,fake
say percent u job growth june came wisconsin,fake
roughly percent american dont health insurance half made year,fake
kasim reed kept every promise made candidate,real
president obama said going cut veteran benefit,real
say state supreme court candidate joe donald twice supported incumbent justice rebecca bradley,real
flint mich pipe still havent replaced water still poisoned,real
texas added job state,real
big bank invested joe heck heck sponsored million dollar tax break bank,fake
really great program american history social security done without republican medicare done without republican support last vote realized get board,fake
president barack obama virtually one cabinet privatesector experience,fake
say ron johnson call social security ponzi scheme want privatize program,real
never favor shutting government voted fund government fully,fake
air force want taxpayer fund fantasy football league,fake
eighty percent american people support approach federal budget problem includes revenue includes cut,real
nordic country country meet development aid goal,real
average student debt coming university wisconsinmadison something like dollar,real
look job lost private sector opposed job gain public sector whack government growing private economy shrinking,real
say indiana gov mike penny denies there thing evolution,real
say charlie crist implemented jeb bush plan,real
say quadrupled agent secure border,fake
employment nondiscrimination act discriminates christian daycare christian parent christian business owner right religious freedom,fake
say texas u rep eddie bernice johnson sheila jackson lee among open socialist congress,fake
reality trillionayear health care budget spending health care nearly percent gross domestic product versus percent gdp entire military budget,fake
scientist tell u could cure year alzheimers overzealous regulator excessive taxation greedy litigator,fake
even high estimate early draft health care plan less trillion cost bush tax cut,real
protecting social security benefit changing retirement age,fake
supporter arent special interest group madison milwaukee,real
japan executive failing company say im sorry either one two thing resign go commit suicide,real
according cdc million american sexually transmitted illness,fake
go back wayne lapierre testified behalf nra background check appropriate done,real
order pas crct georgia simply get half answer correct,real
three year ago john mccain said afghanistan dont read anymore paper succeeded,real
woman graduating college men,real
tallahassee politician bureaucrat tried run school ive stood protect local control,real
u borrowing approximately every economic growth far,real
dont bridge built united state,real
state board administration transparency issue got great airing last legislative session,fake
coal industry,fake
people enter service there mental health evaluation,real
rhode island voter identification law pushed black democrat house black democrat senate thats fact,real
lake erie support nearly percent ohio job generates million state local tax,real
campaign depends small donation majority support,fake
active father make child percent likely graduate college,real
say sen jeanneshaheens wealth surged public office,fake
republican repeatedly said agree percent whats bill,real
vice president joe bidens meeting transparency accountability board closed public,fake
protester caused million damage wisconsin state house,fake
economic impact new atlanta brave stadium includes new job million wage,fake
say year council seatwarmer never chaired vice chaired led single council committee meeting,fake
number job created people lifted poverty bill clinton presidency hundred time president ronald reagan,fake
casualty death lowest point since literally beginning war,real
say club growth try defeat republican president called nancy pelosi person respect washington,fake
scott walker gpa asked leave marquette university cheating,fake
member congress retire pay one term office,fake
kesha rogers democrat,fake
hillary clinton ran state department billion missing miss billion ran state department billion either stolen dont know,fake
say half many student one georgia technical college two year ago,real
almost united state service member still missing unaccounted dating back world war ii,real
year speaker florida house consistently offered leaner budget governor offered,real
david cicilline th liberal person house representative,fake
health care bill offering insurance dog,fake
mccain sought political support minister john hagee belief hurricane katrina god punishment gay right called catholic church antichrist false cult,real
texas governor rick perry voter id law blatant effort defeat wendy davis disenfranchising ten thousand woman voter,fake
average american spend less percent disposable income food compare folk mexico spend percent china percent russia percent,real
proposed medical marijuana amendment florida dont get refill get forever,fake
say next biennium cost primary secondary education going increase per student half per student accounted increased cost pers alone,real
even employee union irs people charge enforcing law begging let law,fake
john mccain voted establishing national holiday honor dr martin luther king jr,real
legitimate widespread anomaly widespread question conduct wisconsin supreme court election visibly waukesha county also county around state,fake
absolutely get gun several felony long buy internet gun show,real
president obama tax hike middleclass family,fake
industrialized nation doesnt guarantee worker paid family leave,real
republican recession happen four time frequently democrat,real
almost nine every penny would spent turning mile stretch interstate toll road would folk outside missouri,fake
twothirds people receive minimum wage female,real
funding tuberculosis research provided u national institute health,real
jayz beyonce attempt buy right confederate flag prevent use,fake
pell bridge tourism bridge essentially commuter bridge,fake
say sal esquivel want percent state sale tax grocery,fake
texas nation highest rate highest number uninsured,real
roughly ri criminal record,fake
say city leadership threatening lay police emergency service personnel balance budget,fake
say hillary clinton isunder investigation fbi right,real
bill white presided construction may world largest abortion clinic,fake
since scott walker took office governor january increase job wisconsin,fake
woman miscarriage could investigated police legislation supported republican state senate candidate rick gudex,fake
guy didnt even support ronald reagan,real
tax break business,real
rhode island leading nation foreclosure,fake
today roughly half bornagain christian arent voting theyre staying home,fake
say gov chris christie cut spending billion provided million new education funding,real
law right permit company close american factory office move job overseas take tax deduction cost associated moving job china india wherever,real
cuccinelli want make abortion illegal even case rape incest even protect woman health,fake
say austin chapter league woman voter republican among elected officer debate committee,real
john kasich architect balanced budget cut spending created surplus igniting record job creation,real
say percent marco rubios constituent support universal background check,real
say texas general land office earned school child texas wind lease havent produced watt energy,real
say alex sink supported higher sale tax,fake
first tweet sent austin,fake
say ongoing economic downturn child abuse rise,real
say texas cut billion entire budget yet put billion public education put million health human service,fake
obama administration gave iran million ransom payment cash,fake
havent tax cut rich rhode island,fake
john mccain even mentioned running mate john kerry,real
percent woman age despise sexual contact japan,real
say rob portman even voted allow people terrorism watch list buy gun,fake
california windmill killing hundred hundred eagle,fake
senate health care legislation levy new abortion premium fee american governmentrun plan,fake
say chris koster fell silentas attorney general pursuing case free classified service accused promoting prostitution accepting campaign contribution people affiliated service,fake
maryland creating job time rate virginia,fake
last year american oil production reached highest level since,real
say charlie crist raised tax middle class billion,real
turned million deficit million surplus city,fake
obama administration environmental protection agency said clean power plan marginal impact climate change,real
say mitt romney put forward plan would cut tax millionaire raising middle class,real
florida retiree family lost ten thousand dollar deposit failed trump condo project pocketed money walked away,real
say mitt romney want add trillion defense budget military hasnt asked,real
wisconsin requires law photo id vote,real
something common husband never carried caucus either lost one ive lost,real
said u rep jim marshall dmacon sent nearly billion overseas build wind turbine create job mostly china,fake
grammys anyone age havent one white person,fake
literally teacher getting pink slip sequestration,fake
soldier prescription three week pain depression anxiety medication,real
currently delay six month processing dna evidence state run crime lab,real
percent people buy subject rhode island sale tax,fake
weve caught iran cheating interim nuclear deal,fake
thanks action milwaukee county board budget amount county tax average home city milwaukee would decrease,fake
many concert would taylor swift perform pay one day interest national debt would perform every day three year,real
turkey today weigh pound weighed pound,real
say highway closed el paso bullet flying across border,real
many conspirator came muslim brotherhood including osama bin laden ayman zawahiri khalid sheikh mohammed,real
incident threat president barack obama greater president modern time,fake
trade mexico million day thats trading partner,real
every personhood bill ive ever support either language say conforming constitutional ruling supreme court something effect,fake
overdosing number one accidental killer commonwealth,real
say opponent mary burke told reporter would required worker give bargainedfor healthcare retirement benefit like gov walker,fake
barack obama passed law moving people welfare work,real
u taxpayer forced fund feisal abdul raufs trip middle east,real
people massachusetts like state health care plan margin,real
eighty percent oil discovering discovering deep gulf mexico,fake
people wash car home use approximately percent water car wash,fake
secretary state shut program collecting information protect america unseemly move led million million death world war ii,real
single republican candidate announced potential clearly consistently supporting path citizenship one,fake
sanction iranian central bank shut iran economy,real
wisconsin pace double number layoff year,fake
say mike enzi getting percent campaign fund washingtonbased pac thats senator either party,real
last four year percent black wealth disappeared,real
people country seen ufo think approve george bush presidency,fake
pay among highest toll nation privilege crossing bridge,real
say charlie crist embroiled fraud case steering taxpayer money de facto ponzi scheme,fake
nearly half africanamerican child age living abject poverty,real
tarpon spring take homeless st petersburg,fake
resource take execute three month iraq war could fully fund expansion health care needy child bush vetoed,real
among obamas pet project bill would commit u spending percent gross national product foreign aid,fake
know former soviet bloc country moved flat tax,real
say gov jeb bush vetoed quiones plan taxation without representation large scale,real
every time weve cut capital gain tax economy grown whenever raise capital gain tax damaged,fake
jeb bush state florida decided private email disclose,real
dollar general added store job fouryear tenure ceo,real
foreign aid less percent federal budget,real
fact percent oregonian voted,fake
mccain campaign roughly position vice president gore running president bush one week election,fake
say rus feingold said obamacare could keep doctor plan rated lie year,real
according recent poll young republican enrolled parent health insurance plan young democrat,real
cuba want let chinese drill part gulf american producer currently forbidden touch close mile florida coast,real
attorney general eric holder justice department precleared voting change law early voting florida,real
percent drugrelated fatal vehicle accident u involve marijuana,real
federal law adopted tommy thompson watch prohibits government negotiating better price prescription drug senior citizen,real
first tv interview president obama said talk iran,real
transparency dealing republican party florida financial issue,fake
say national cocacola study showed texan love texas resident state love state wisconsinite ranked second,fake
obama say bill reduced welfare roll nearly percent,real
found unconstitutional drug test elected official prevents u citizen first amendment right,fake
wisconsin economic development corporation proven job creator,real
georgia dropout rate thats higher alabama,real
say roy blunt secretly insert language benefit tobacco giant philip morris national security bill blunts girlfriend son lobbyist cigarette company day earlier philip morris executive wrote check blunt totaling,real
every poll see overwhelming majority people want everify,real
labor market weak count unemployed underemployed whove stopped looking work unemployment rate actually went last month percent,real
jennifer carroll first africanamerican republican woman part statewide ticket florida,real
obamas ten point plan change second amendmentban manufacture sale possession handgun,fake
colorado caucus system selecting republican delegate rigged,fake
america never made gutting intelligence service bill clinton think former cia director george tenet word bill clinton gutted american intelligence,real
gop budget plan would cut nearly million job,real
problem raising tax rate wealthiest american half small business owner,fake
u government sign un treaty conventional arm u citizen subject gun law created foreign government,fake
say democratic u senate candidate tammy baldwin rank liberal member house,real
never lobbied circumstance freddie mac,real
japan interest debt percent national budget,fake
twitter google facebook burying fbi criminal investigation clinton dishonest medium,fake
since president obama took office january federal government issued page regulation,fake
say donna campbell pushing percent sale tax extending medicine grocery real estate,fake
say never wanted raise debt ceiling,fake
say rick santorum voted union fedex,real
lock close million people country locking people china russia,real
accuses ed fitzgerald paytoplay corruption politics,fake
federal spending highest share economy year revenue lowest share economy year,real
didnt inherit money parent,real
say opponent david dewhurst career politician,fake
country africa higher vaccination rate united state,real
hillary clinton said gun confiscation would worth considering,fake
gay marriage,fake
barack obama million new people healthcare,real
say ken cuccinelli want eliminate form birth control,fake
child left behind similar piece legislation state number year ago well federal law big impact improved school,real
toledo mayor mike bell lost job firefighter city ran money,real
mike trainorstill owes state,real
say cbo estimate fully extending bush tax cut would add million job million job,real
introduced bill wouldve helped stop multimilliondollar bonus package ceo grab way mccain opposed idea,fake
vote mexico every eligible mexican citizen tamperproof photoid card thumbprint embossed hologram,real
say election clerk green bay refused allow early voting uwgreen bay campus afraid would help democrat showing outrageous partisan bias,real
say president obama wrong muslim historical contribution mankind algebra actually ancient babylonian compass chinese pen chinese medical discovery,fake
one charter school seven year rated unacceptable,fake
bernie sander passed roll call amendment republican congress member,real
runnerup caitlyn jenner espns arthur ashe courage award army veteran noah galloway lost arm leg roadside bomb iraq,fake
georgian job time since october,real
say john mccain done nothing help vet,fake
look three people debate stage united state senate three combined two bill became law theyve sponsored,real
jane norton supported largest tax hike colorado history,real
know wisconsin afscme union lost member since longer requiring membership,real
state government little ability stimulate job growth short run,real
bill mccollum diverted state plane home time state auditor called likely misuse state resource,fake
day new hampshire primary top people ronald reagan staff quit,real
foreign trade zone allow u land inhabited chinese communist communist straight china set little town live,fake
year born time became governor average twoyear increase minnesota state spending percent brought dramatically percent per year,real
jim whelan decade since population atlantic city actually went,real
ninetyeight percent american people see tax go due house health care bill,fake
u senate candidate todd akin partly right woman body way shutting pregnancy doesnt occur shes raped,fake
loranne ausley voted six time tax saving,fake
social security nothing federal deficit,fake
american spend tax food clothing housing combined,real
hard work much pay tax new york city end getting money im chris jacob think time someone albany thats making sure region get fair share,fake
barack obama candidate doesnt take dime oil company pac lobbyist,real
say tax raised time eight year became governor increase part path led wealth job people leaving state,real
minute proposal nearbeach oil drilling came,real
legal sign recall petition gov scott walker even already signed another recall petition one signature count,real
year kagan barred military recruiter harvard law school office career service military recruiting actually went,real
say worked democratic legislature balance spending revenue end fouryear term rainy day fund established billion,real
hillary clinton tax return saw lot income coming donor clinton foundation people benefitted state department term well,real
milwaukee county sheriff department play limited role traditional law enforcement agency reported far fewer crime fbi university wisconsinmilwaukee police,real
virginia home veteran per caput state america,fake
people top percent income effective tax burden low lowest decade decade decade lower somebody might make substantially less money,real
hivaids among woman skyrocketing austin,fake
florida economy became bad economy huge spike oil price summer,fake
say mccain voted let government charge rape victim forensic exam,fake
economy could fall trillion short full capacity translates lost income family four,real
lawyer demanded several houston pastor hand city government many private paper including sermon,real
marcy kaptur fought democrat prescription drug benefit senior dennis kucinich voted,fake
u troop came home iraq afghanistan ptsd traumatic brain injury,real
economic trouble really match lit fire fannie mae freddie mac,real
nato opening major terror division im sure im going get credit largely saying criticism nato,fake
donald trump would engage risky scheme privatize social security,fake
restriction expire iran nuclear deal iran industrialsize military nuclear capability ready go,fake
oregon health plan ration covered procedure certain circumstance,real
kelly ayotte voted give big oil billion tax break,real
usisraeli relation prime minister benjamin netanyahu set record straight said two country exactly policy security cooperation unprecedented,real
said barack obama ready commander chief,real
say democratic gubernatorial candidate mary burke proven madison board education support raising tax spending,real
say texas law take six year close failing school,fake
say scott bruun support cutting department commerce eliminating noaa,real
went losing million job last six month bush administration adding almost private sector job first six month year,real
majority revenue generated proposed kenosha casino would sent seminole tribe florida,fake
ronald reagan came economic growth averaged less percent year there one fouryear period thats true thats true,fake
one two state eight consecutive month declining unemployment twentyone state increased unemployment last month went,real
high school student arrested campus twice likely graduate four time less likely graduate theyve appeared court,real
estimate adopting obamacares medicaid expansion show cost virginia taxpayer million,fake
nra supported background check,real
say rep jim weidner proposed bill taking away health care oregon child,real
say adding toll lane broward county improved rushhour traffic nontoll lane mph mph,real
say apple tim cook business indiana,fake
doctor went american medical school accepting obamacare,fake
say every statewide candidate drawing percent vote republican texas primary resulting runoff,real
federal limousine fleet increased percent since barack obama took office,fake
small business receiving federal tax credit provide health care employee would barred stupak amendment allowing employee use health care offer abortion,fake
say marco rubio said social security medicare haveweakened u people,real
say joanne kloppenburgs side money advantage wisconsin supreme court campaign,fake
say current trend continue one three texas worker high school diploma,real
romneys medicare plan estimated cost average senior year,real
say absurd say there enough data establish link playing football chronic traumatic encephalopathy,fake
there local option allow community ban limit restrict location pot shop amendment pass expect seedy element pot industry move right next door neighborhood church business even child school,fake
say texas waiting two year federal government act proposal allow state create insurance opportunity uninsured today,fake
say marco rubio wanted cut social security medicare said theyre bankrupting country,real
state lobbyist lobby legislature money every year,real
say barack obama first president appoint czar replace elected official office,fake
democratic governor association obama political machine come republican primary try rig election spending million last couple day,real
late u nearly lowesttaxed nation world quarter century later nearly highest,fake
say rape kit used clean woman basically like dilation curettage,fake
say former state sen kelli ward wanted ban intelligence agency operating arizona,fake
say charlie crist missouri rep todd akin hold abortion view exception except life mother,fake
constitution written percent people country could vote,real
mayor white major stake barnett shale production company,fake
im predicting saint go undefeated way super bowl something thats never done,fake
mccain intervened behalf charles keating federal regulator allowed keating continue fraud incredible cost taxpayer,real
sixty million american depend social security onethird senior america depend social security percent income,real
million american unemployed million live without health insurance perhaps million live poverty,real
say scott walker say would ban stem cell research,fake
u sen bill nelson deciding vote health care law,fake
prosecution state sen balfour cost less excluding prosecutor salary,real
voter identification law make complicated expensive get id essentially instituting modernday poll tax,fake
email quote maureen dowd column obama received suspicious contribution saudi arabia iran china,fake
gov bob mcdonnell job lost created southside southwest virginia,fake
democrat health care bill would provide free health care illegal immigrant,fake
wisconsin one county dane thats hand counting vote presidential recount,fake
sign letter saying consumer product safety commission acting without consultation input company stop sale buckyball,fake
opposing citizenship illegal immigrant,real
assembly democrat wanted raise gas tax billion said thattheyre ground theyre sweating theyre twitching ugly cause keep saying,fake
guy going speaker house four year name ballot one time,fake
study state percent traffic sellwood bridge tofrom clackamas county thoroughly debunked oregonian,fake
obamacare bill never majority american favor,real
recent drop unemployment rate questionable calculated two day thanksgiving week,fake
say eliminated epa rule treated spilled milk like oil,real
muslim attempted establish first islamic sharia court inside united state town irving texas,fake
human right campaign powerful nra,fake
say irs employee added administer obamacare look tax implication,fake
billion funding k education funding highest florida history includes record billion state fund,real
newt gingrich proponent selecting president popular vote instead electoral college,real
forty percent undocumented worker country entered u legally overstayed visa,real
estate tax came republican like teddy roosevelt others real simple reason america weve never liked idea massive inherited wealth,fake
un arm treatyinfringes upon right keep bear arm,fake
say million people still suffer slavery today,real
say report texas vote donald trump state republican primary virtually getting tallied marco rubio,fake
say gov rick scott lost florida job,fake
say saudi arabia u ally paid export throughout world wahhabism extreme form islam basically teach american devil,real
obamacare turn medicaid state money available front expansion year money go away,fake
working tax cut created new job last four year,fake
rhode island second highest per enrollee medicaid cost state country percent higher national average,real
clinton raised money washington lobbyist health industry drug company health insurance company defense industry,real
say mitt romney governor massachusetts put place socialized medicine,fake
weve twice many state weve greater share popular vote,real
obamacare popular law,real
even roger williams national memorial home state rhode island attracted nearly visitor non local visitor adding million local economy,real
say fought billion cut public education since,real
new health care law force senior barack obamas governmentrun health care program,fake
john mccain would reduce oversight health insurance,real
say house republican spent million vote repeal obamacare,fake
highest general revenue state history next year conservative progrowth policy work state,fake
believe tax cut believe supplysider cut income tax think percent got percent revenue,real
say leaving white house hillary clinton forced return estimated white house china furniture artwork stolen,fake
suzanne bonamici vote bill cracking drunk driver,real
ohio probably top five country sadly term heroin overdoses exceeded car accident cause death ohio,real
national security agency say iran nuclear ambition advancing time slashing nuclear arsenal,real
say president barack obama released statement death brother robin williams statement brother michael brown,real
palin inherited city zero debt left indebtedness million,real
six year georgia dropped first nation businessfriendly legal climate th,fake
entirely democrat congressional delegation federal stimulus bill passed increase per caput stimulus dollar state receives per person,real
maternal mortality rate woman u increased,fake
female student uva percent chance sexually assaulted,fake
house speaker nancy pelosi said week democrat pas terrible health care bill american people actually find whats,real
say adam hasner give wealthy tax break worth year hike middle class tax,fake
late change arizona immigration law lay rest question possibility racial profiling,fake
wisconsin state lawmaker worked seven day got paid whole year,fake
highest economic growth decade income tax rate percent,real
mitt romney first major party candidate president united state modern time release least year tax return,fake
federal money medicaid expansion guaranteed year go away,fake
john mccain accused barack obama letting infant die,fake
still gotten terrible road pm tuesday,fake
paul workman want raise sale tax,fake
say apple product currently percent conflictfree intel percent conflictfree,fake
red light camera installed promote public safety,fake
offshore drilling,real
governor perry democrat worked al gore campaign manager,real
georgia school shooting two year since mass killing sandy hook elementary school state,fake
roy barnes proclaimed mexican worker good georgia,real
sayspresident obama ally congress gave power control medicare patient health care decision commission unelected bureaucrat washington,fake
congress vacation,fake
woman men making less adjust inflation john kitzhaber first elected governor,fake
hollywood celebrity endorsing hillary clinton many case celebrity arent hot anymore,fake
one every three student currently today ready college go,fake
republican proposal change medicare age participate kind health plan member congress,fake
